published,title,url,views 
2008-01-15,Inference and Learning with Networked Data,http://videolectures.net/mmdss07_provost_ilwn,464
2009-07-22,Machine Learning in Ecosystem Informatics and Sustainability,http://videolectures.net/ijcai09_dietterich_mleis,464
2010-03-02,Lecture 20: GUI,http://videolectures.net/stanfordcs106af07_sahami_lec20,464
2009-07-29,"Computational Knowledge, Science and Wolfram|Alpha",http://videolectures.net/iaai09_wolfram_ckswa,463
2009-12-01,Multiple Target Localisation at over 100 FPS,http://videolectures.net/bmvc09_taylor_mtl,462
2013-08-26,Connections between the Lasso and Support Vector Machines,http://videolectures.net/roks2013_jaggi_connections,462
2008-10-10,Extracting Semantic Networks from Text via Relational Clustering,http://videolectures.net/ecmlpkdd08_kok_esnft,462
2008-10-10,Learning language from its perceptual context,http://videolectures.net/ecmlpkdd08_mooney_llfi,462
2013-11-20,The Online Revolution: Education for Everyone,http://videolectures.net/kdd2013_ng_education_everyone,461
2008-02-25,Connectivity Structure of Bipartite Graphs via the KNC-Plot,http://videolectures.net/wsdm08_vee_csbg,460
2010-10-01,Feature Selection for Support Vector Regression Using Probabilistic Prediction,http://videolectures.net/kdd2010_yang_fssv,460
2008-01-31,Ontology-based Interpretation of Keywords for Semantic Search,http://videolectures.net/iswc07_tran_obi,460
2009-07-20,Knowledge Extraction from Aerodynamic Design Data and its Application to 3D Turbine Blade Geometries,http://videolectures.net/mla09_graening_kefad,459
2012-07-06,Modeling Spread of Disease from Social Interactions,http://videolectures.net/icwsm2012_sadilek_interacions,458
2008-10-10,Towards Machine Learning of Grammars and Compilers of Programming Languages,http://videolectures.net/ecmlpkdd08_nakamura_tmlal,458
2008-07-31,Learning to analyse tonal music,http://videolectures.net/icml08_rizo_ltatm,457
2012-07-04,Ontologies and Databases,http://videolectures.net/eswc2012_franconi_ontologies_databases,457
2010-11-16,Robot skill Learning,http://videolectures.net/ecmlpkdd2010_peters_rsl,457
2009-07-20,Surrogate-Based Optimization at ONERA: Some Recent Examples,http://videolectures.net/mla09_meunier_sbo,457
2011-08-04,Classi?cation of social network sites based on network indexes and communication patterns,http://videolectures.net/socialweb2011_toriumi_classification,457
2008-08-01,Data Spectroscopy: Learning Mixture Models using Eigenspaces of Convolution Operators,http://videolectures.net/icml08_belkin_dslmm,456
2011-01-12,A rational decision making framework for inhibitory control,http://videolectures.net/nips2010_yu_rdm,455
2007-02-25,Where Does It Break? Or: Why the Semantic Web is Not Just 'Research as Usual',http://videolectures.net/eswc06_harmelen_wswnj,454
2009-06-20,8. AIspace: Tools for Learning Artificial Intelligence,http://videolectures.net/ijcai09_knoll_tlai,454
2007-08-27,ProbLog and its Application to Link Mining in Biological Networks,http://videolectures.net/mlg07_de_raedt_paia,453
2013-08-09,Online Learning for Time Series Prediction,http://videolectures.net/colt2013_hazan_learning,452
2011-09-05,Machine learning for the semantic web,http://videolectures.net/sssc2011_grobelnik_machinelearning,452
2007-10-31,Simulating Language Acquisition,http://videolectures.net/mlcs07_freudenthal_sla,451
2012-11-12,Attributes for classifier feedback,http://videolectures.net/eccv2012_parikh_attributes,450
2012-07-13,Open Information Extraction from the Web,http://videolectures.net/akbcwekex2012_etzioni_information_extraction,449
2007-11-29,Website Privacy Preservation for Query Log Publishing,http://videolectures.net/mmdss07_poblete_wpp,449
2007-02-25,Usability and the Semantic Web,http://videolectures.net/eswc06_jameson_usw,449
2010-09-20,Europe Media Monitor (EMM) System,http://videolectures.net/wapa2010_goot_emms,449
2010-10-01,What's in Your (Customer's) Wallet?,http://videolectures.net/kdd2010_perlich_wycw,449
2010-08-09,The virtues of building on sand,http://videolectures.net/icots2010_konold_tvbs,449
2012-07-02,Complex Networks: Overview and Perspectives,http://videolectures.net/complexnetworks2012_barthelemy_networks,448
2007-02-25,Semantic Overlay Networks for P2P Web Search,http://videolectures.net/fws06_vazirgiannis_sonpw,447
2009-03-29,Machine Learning Applications / Challenges in Natural Language Parsing,http://videolectures.net/mlcued08_briscoe_mlacnlp,447
2011-01-12,The Multidimensional Wisdom of Crowds,http://videolectures.net/nips2010_welinder_mwc,447
2008-12-04,Development of a new 3D transverse laser profiling system for the automatic measurement of road cracks,http://videolectures.net/surf08_laurent_doan3t,447
2008-07-30,Convergent Message-Passing Algorithms for Inference over General Graphs with Convex Free Energies,http://videolectures.net/uai08_hazan_cmpa,446
2012-01-23,The MultiDark Database for cosmological simulations,http://videolectures.net/nipsworkshops2011_favole_database,446
2012-11-12,Leafsnap: A Computer Vision System for Automatic Plant Species Identification,http://videolectures.net/eccv2012_kumar_vision,445
2008-02-25,A Framework for Probability Density Estimation,http://videolectures.net/ripd07_david_fbd,445
2009-05-27,Question Answering Based on Semantic Graphs,http://videolectures.net/semsearch09_dalirusu_qabsg,445
2007-02-25,Modified Belief Propagation: an Algorithm for Optimization Problems,http://videolectures.net/oiml05_mourik_aop,445
2012-10-29,Analyzing Text and Social Network Data with Probabilistic Models,http://videolectures.net/ecmlpkdd2012_smyth_probabilistic_models,444
2007-02-25,Is Semantic Web technology ready for Healthcare?,http://videolectures.net/eswc06_wroe_swtrh,444
2008-07-28,Accurate Max-margin Training for Structured Output Spaces,http://videolectures.net/icml08_sarawagi_acmmt,444
2012-08-17,Revisiting the Dream,http://videolectures.net/aaai2012_kautz_presidential,444
2011-10-03,Highly dimensional problems in Computational Advertising,http://videolectures.net/ecmlpkdd2011_broder_highly,444
2007-07-03,Matching of Tree Structures for Registration of Medical Images ,http://videolectures.net/gbr07_metzen_mts,443
2007-11-27,Social Networks from the Perspective of Physics,http://videolectures.net/eccs07_kertesz_snp,443
2010-10-11,Cancer-specific high throughput analysis of somatic mutations,http://videolectures.net/cancerbioinformatics2010_karchin_csta,443
2008-01-30,An Algorithm to find OverlappingCommunity Structure in Networks,http://videolectures.net/ecml07_gregory_afo,443
2011-05-03,"Computational Neurogenetic Modelling: Methods, Systems, Applications",http://videolectures.net/icannga2011_kasabov_cnm,443
2009-04-16,Miha Poga?nik performing on Bled Forum,http://videolectures.net/forum09_pogacnik_mpmo,442
2007-02-25,Data Integration using Semantic Technology: a Use Case,http://videolectures.net/eswc06_angele_uc,442
2011-11-18,Methodology and applications of magnetic resonance imaging (MRI) with hyperpolarized C-13 and He-3 contrast agents   ,http://videolectures.net/kolokviji_fain_methodology,442
2010-04-14,Machine translation,http://videolectures.net/clspss09_denero_ml,442
2013-02-11,Group Decision Making and Leveraging of Interests,http://videolectures.net/single_rajkovic_decision,442
2008-12-18,Labelling Image Regions Using Wavelet Features and Spatial Prototypes,http://videolectures.net/samt08_saathoff_liruf,442
2008-01-18,Odprti kop - Web 3.0 zdaj,http://videolectures.net/solomon_tori_okw,441
2008-11-24,OntoNaviERP: Ontology-supported Navigation in ERP Software Documentation,http://videolectures.net/iswc08_hepp_oosniesd,440
2011-08-09,"Mining Billion-node Graphs: Patterns, Generators and Tools",http://videolectures.net/wsdm2011_faloutsos_mbg,440
2007-10-30,Semanti?ni splet - ve? kot le hype!,http://videolectures.net/kp07_grobelnik_spvkh,440
2009-03-12,Survey and evaluation of query intent detection methods,http://videolectures.net/wscd09_gayo_seqidm,439
2012-07-04,Crowdsourcing Taxonomies,http://videolectures.net/eswc2012_karampinas_crowdsourcing,439
2008-08-04,Space-indexed Dynamic Programming: Learning to Follow Trajectories,http://videolectures.net/icml08_kotler_sid,439
2010-07-20,From collaborative filtering to multitask learning,http://videolectures.net/icml2010_smola_fcfm,439
2007-07-12,"Morphological Operators for Flooding, Leveling and Filtering Images Using Graphs ",http://videolectures.net/gbr07_meyer_moff,439
2010-06-29,Finding structure in data,http://videolectures.net/mlss2010_tenenbaum_fsid,438
2007-10-05,Data Quality,http://videolectures.net/ida07_lenz_dq,438
2012-01-24,Discussion of Alex Smola's talk: Remarks on parallelised MCMC,http://videolectures.net/nipsworkshops2011_teh_discussant,438
2010-01-19,Learning CRF Models from Drill Rig Sensors for Autonomous Mining,http://videolectures.net/nipsworkshops09_monteiro_lmdr,438
2010-01-19,Time Varying Graphical Models: Reverse Engineering and Analyzing Rewiring Networks,http://videolectures.net/nips09_xing_tvgmrearn,437
2011-11-11,Medical Text Mining,http://videolectures.net/wapa2011_diethe_mining,436
2008-09-29,Internet Advertising and Optimal Auction Design,http://videolectures.net/kdd08_schwarz_iaoad,435
2012-11-12,Semantic Segmentation with Second-Order Pooling,http://videolectures.net/eccv2012_carreira_semantic,435
2014-10-29,PanoContext: A Whole-room 3D Context Model for Panoramic Scene Understanding,http://videolectures.net/eccv2014_zhang_panoramic_scene,435
2011-07-21,Spoken Dialog Systems as an Application of Planning under Uncertainty,http://videolectures.net/icaps2011_williams_uncertainty,435
2010-12-03,Poster Spotlights,http://videolectures.net/cvpr2010_spotlights8,435
2010-07-19,Poster Spotlights,http://videolectures.net/cvpr2010_spotlights5a,434
2007-02-25,Microphone Array Driven Speech Recognition: Influence of Localization on the Word Error Rate,http://videolectures.net/mlmi04uk_wolfel_ilwer,434
2009-09-14,Advances in Mining the Web,http://videolectures.net/kdd09_zaiane_mobasher_spiliopoulou_nasraoui_aimtw,434
2010-11-08,A fast algorithm for structured gene selection,http://videolectures.net/mlsb2010_mosci_afa,434
2007-07-09,Image Classification Using Marginalized Kernels for Graphs,http://videolectures.net/gbr07_aldea_ic,433
2012-07-04,Bringing (Web) Databases to the Masses,http://videolectures.net/eswc2012_halevy_databases,433
2009-07-30,Vision and Hodge Theory,http://videolectures.net/mlss09us_smale_vht,433
2012-02-10,The Computational Nature of Language Learning,http://videolectures.net/mitworld_niyogi_cnl,432
2012-11-12,Filter-based Mean-Field Inference for Random Fields with Higher Order Terms and Product Label-Spaces,http://videolectures.net/eccv2012_vineet_filter,432
2011-11-30,On oblique random forests,http://videolectures.net/ecmlpkdd2011_menze_forests,431
2008-09-04,Information evolution of optimal learning,http://videolectures.net/aispds08_belavkin_ieol,431
2007-02-25,Color Image Segmentation: Kernel Do the Feature Space,http://videolectures.net/ecml03_lee_kfs,429
2011-05-06,Dependent Hierarchical Beta Process for Image Interpolation and Denoising,http://videolectures.net/aistats2011_zhou_dependent,429
2011-04-12,"""Inteligenca ��� naravna, umetna in in���enirska""",http://videolectures.net/solomon_gams_inteligenca,427
2010-10-11,Gene expression state space models and cell fate transitions,http://videolectures.net/cancerbioinformatics2010_quackenbush_gess,427
2010-11-16,Web mining,http://videolectures.net/ecmlpkdd2010_baeza_yates_wm,427
2009-05-18, Lecture 10 - Uniform Convergence - The Case of Infinite H,http://videolectures.net/stanfordcs229f08_ng_lec10,427
2007-11-09,A Graphical Model of the Local Structure of Proteins,http://videolectures.net/mlss07_boomsma_agm,426
2007-02-25,Finite horizon exploration for path integral control problems,http://videolectures.net/otee06_kappen_fhepi,426
2008-10-15,Dynamic networks at the edge of chaos,http://videolectures.net/ephdcs08_gil_dnateoc,426
2010-09-01,Intelligent Interaction with the Real World,http://videolectures.net/aaai2010_pack_kaelbling_iiw,425
2007-10-31,Incrementally learning an Incremental parser,http://videolectures.net/mlcs07_seginer_ili,425
2011-03-18,Multimedia Information Retrieval,http://videolectures.net/russir2010_rueger_mmir,425
2015-02-17,Introduction to Hidden Markov Models,http://videolectures.net/mlpmsummerschool2014_artes_rodriguez_models,425
2007-10-08,A Support Vector Machine Approach to Dutch Part-of-Speech Tagging,http://videolectures.net/ida07_poel_asvma,424
2008-06-02,10. DARPA LAGR Program: Learning Applied to Long-Range Vision using a Collision-Free Navigation Platform,http://videolectures.net/aaai08_sermanet_plalrv,424
2007-02-25,Machine Learning Reductions,http://videolectures.net/mlss06tw_langford_mlr,423
2008-01-29,An architecture for context-aware adaptive data stream mining,http://videolectures.net/ecml07_mohamed_acac,422
2008-12-20,The Double-Barrelled LASSO (Sparse Canonical Correlation Analysis),http://videolectures.net/lms08_hardoon_scca,422
2009-10-20,Dependency Tree Kernels for Relation Extraction from Natural Language Text,http://videolectures.net/ecmlpkdd09_reichartz_dtkrenlt,422
2012-07-04,Generating Possible Interpretations for Statistics from Linked Open Data,http://videolectures.net/eswc2012_paulheim_linked_data,422
2011-11-04,Semantic role frames graph-based multidocument summarization,http://videolectures.net/sikdd2011_canhasi_multidocument,421
2007-02-25,"Graph Fibrations, graph isomorphism and PageRank",http://videolectures.net/fws06_boldi_gfgip,421
2008-08-25,Induction of Node Label Controlled Graph Grammar Rules,http://videolectures.net/mlg08_blockeel_inl,420
2008-02-01,Prodigy or Sociopath: The Adolescent Semantic Web,http://videolectures.net/iswc07_schreiber_asw,420
2009-06-20,10. Multi-Camera People Tracking Presented by a Humanoid,http://videolectures.net/ijcai09_kim_mcptph,420
2009-08-26,Stochastic Methods for L1 Regularized Loss Minimization,http://videolectures.net/icml09_tewari_smrl,419
2007-02-25,Speaker Localization: introduction to system evaluation,http://videolectures.net/mlmi04uk_omologo_ise,419
2007-12-29,Hallucinations in Auditory Perception,http://videolectures.net/mbc07_slaney_hap,419
2012-01-24,Probabilistic Models for Preference Learning,http://videolectures.net/nipsworkshops2011_ghahramani_probalistic,419
2007-02-25,"Next Generation Data Mining Tools: Power laws and self-similarity for graphs, streams and traditional data",http://videolectures.net/ecml03_faloutsos_plssg,419
2008-12-18,Tag Suggestr: Automatic Photo Tag Expansion using Visual Information for Photo Sharing Websites,http://videolectures.net/samt08_sevil_apte,418
2010-10-01,On Community Outliers and their Efficient Detection in Information Networks,http://videolectures.net/kdd2010_gao_ocoe,418
2010-10-01,Mining Advisor-Advisee Relationships from Research Publication Networks,http://videolectures.net/kdd2010_wang_maarrpn,417
2011-01-13,Opening Remarks and Awards,http://videolectures.net/nips2010_opening_remarks,417
2008-08-05,Exact simulation of jump diffusions,http://videolectures.net/aispds08_goncalves_esjd,416
2008-08-01,Statistical Models for Partial Membership,http://videolectures.net/icml08_heller_smpm,416
2012-11-12,Indoor Segmentation and Support Inference from RGBD Images,http://videolectures.net/eccv2012_silberman_images,416
2007-09-24,Multimodal Imaging: MEG-NIRS integration,http://videolectures.net/mda07_sander_thoemmes_mi,415
2009-06-24,"Meme-tracking, Diffusion, and the Flow of On-Line Information",http://videolectures.net/icwsm09_kleinberg_mtdfoi,415
2014-10-07,Principles of Very Large Scale Modeling,http://videolectures.net/kdd2014_domingos_scale_modeling,415
2009-10-20,Pure Spreading Activation is Pointless,http://videolectures.net/ecmlpkdd09_berthold_psap,415
2007-02-25,Visual Categorization with Bags of Keypoints,http://videolectures.net/lmcv04_williams_vcbk,414
2010-07-19,Towards Semantic Embedding in Visual Vocabulary,http://videolectures.net/cvpr2010_ji_tsev,414
2008-06-06,27. Smart Classroom,http://videolectures.net/aaai08_goyal_scl,413
2008-04-17,Validating inferred gene networks using ODE models of regulation dynamics,http://videolectures.net/licsb08_erguler_vig,413
2007-05-23,Determining significance in neuroimaging studies using covariate-modulated false discovery rate,http://videolectures.net/msht07_lawyer_dsins,413
2013-11-28,The Web of Things,http://videolectures.net/iswc2013_grobelnik_fortuna_web_things,413
2008-12-05,Procedural Modeling of Architectures: Towards Large Scale Visual Reconstruction,http://videolectures.net/etvc08_paragios_pmoa,413
2007-10-01,Hidden Topic Markov Models,http://videolectures.net/google_gruber_htmm,413
2010-10-01,"Overlapping Experiment Infrastructure: More, Better, Faster Experimentation",http://videolectures.net/kdd2010_tang_oei,412
2008-02-20,WP2: Learning Web-service Domain Ontologies,http://videolectures.net/tao08_grcar_lwsdo,412
2008-04-17,Statistical learning of biological networks: a brief overview,http://videolectures.net/licsb08_dalche_slb,412
2010-10-01,Semi-supervised Feature Selection for Graph Classification,http://videolectures.net/kdd2010_kong_ssfs,411
2008-12-20,Torch,http://videolectures.net/mloss08_collobert_tor,411
2007-10-08,A Partial Correlation-Based Algorithm for Causal Structure Discovery with Continuous Variables ,http://videolectures.net/ida07_pellet_apcba,410
2009-10-20,Protein Identification from Tandem Mass Spectra with Probabilistic Language Modeling,http://videolectures.net/ecmlpkdd09_yang_pitmsplm,410
2013-11-28,Light at the End of the Tunnel,http://videolectures.net/iswc2013_guha_tunnel,410
2007-02-25,Visualizing Pairwise Similarity via Semidefinite Programming,http://videolectures.net/different06_globerson_vpsvs,410
2014-10-07,Analyzing Expert Behaviors in Collaborative Networks,http://videolectures.net/kdd2014_sun_collaborative_networks,409
2007-12-03,Dynamic Visualization of Internet Topology Evolution,http://videolectures.net/eccs07_brandes_dvi,409
2011-08-09,Recommender Systems with Social Regularization,http://videolectures.net/wsdm2011_lyu_rss,408
2009-08-26,Learning Nonlinear Dynamic Models,http://videolectures.net/icml09_salakhutdinov_lndm,408
2007-02-25,Semantic web technology Roadmap,http://videolectures.net/eswc06_cuel_swtr,408
2013-08-09,Is Intractability a Barrier for Machine Learning?,http://videolectures.net/colt2013_arora_barrier,408
2011-03-31,Syntactic Approaches for Natural Language Processing,http://videolectures.net/aibootcamp2011_sanchez_mnlp,408
2007-02-25,Using Rank Propagation and Probabilistic Counting for Link-based Spam Detection,http://videolectures.net/fws06_castillo_urppc,407
2008-09-26,Injecting Data into Simulation: Can Agent-Based Modelling Learn from Microsimulation?,http://videolectures.net/cvss08_hassan_idis,407
2012-11-16,Complex Event Processing and Data Mining for Smart Cities,http://videolectures.net/is2012_moraru_smart_cities,407
2007-11-22,SAWSDL,http://videolectures.net/iswc07_martin_saw,407
2011-07-19,The Web Changes Everything,http://videolectures.net/acmwebsci2011_teevan_changes,407
2007-02-25,Learning Textual Entailment from Examples,http://videolectures.net/pcw06_zanzotto_ltee,406
2010-12-01,Learning to see people,http://videolectures.net/snnsymposium2010_gavrila_ltsp,406
2011-11-25,For a Few Triples More,http://videolectures.net/iswc2011_weikum_triples,406
2012-10-09,Latent SVMs for Human Detection with a Locally Affine Deformation Field,http://videolectures.net/bmvc2012_ladicky_deformation_field,405
2012-09-06,Object Detection with Grammar Models,http://videolectures.net/nips2011_girshick_detection,405
2011-12-23,Linked Data and APIs,http://videolectures.net/coinplanetdataschool2011_ladwig_data,405
2007-02-25,Industry 1: Semantic Solutions: Generating Business Value from Semantic Web Technologies,http://videolectures.net/iswc06_stuart_gbvsw,405
2013-09-27,Connecting Users across Social Media Sites: A Behavioral-Modeling Approach,http://videolectures.net/kdd2013_zafarani_behavioral_modeling,404
2007-02-25,Text Categorization,http://videolectures.net/mlss05au_patrick_tc,404
2008-12-20,Multi-Kernel Learning for Biology,http://videolectures.net/lkasok08_noble_mklfb,404
2012-07-04,"Exploiting Information Extraction, Reasoning and Machine Learning for Relation Prediction",http://videolectures.net/eswc2012_jiang_relation_prediction,403
2008-02-25,An Experimental Comparison of Click Position-Bias Models,http://videolectures.net/wsdm08_craswell_eccp,403
2008-02-01,A Generative Model for Rhythms,http://videolectures.net/mbc07_paiement_gmr,402
2011-07-19,A Content-based Analysis of Interestingness on Twitter,http://videolectures.net/acmwebsci2011_kunegis_interestingness,402
2007-02-25,"Finite state transduction for Information Extraction and other tasks: ANNIE, JAPE - Part 1",http://videolectures.net/gate06_maynard_aj1,402
2010-05-03,Reconstructing networks from experimental and natural genetic perturbations,http://videolectures.net/licsb2010_markowetz_rne,401
2012-07-16,"Open Data, Open Database: PostgreSQL",http://videolectures.net/dataforum2012_riggs_postgresql,401
2008-08-07,No-Regret Learning in Convex Games,http://videolectures.net/icml08_gordon_nrl,401
2007-07-12,Grouping Using Factor Graphs: an Approach for Finding Text with a Camera Phone ,http://videolectures.net/gbr07_shen_gufg,400
2008-08-14,Workshop on Semantic Business Process Management - Organization Structure Description for the Needs of Semantic Business Process Management,http://videolectures.net/eswc08_pedrinaci_sb,398
2010-07-19,Poster Spotlights,http://videolectures.net/cvpr2010_spotlights7,398
2008-02-25,A Scalable Pattern Mining Approach to Web Graph Compression with Communities,http://videolectures.net/wsdm08_buehrer_spma,397
2008-12-20,Second Order Optimization of Kernel Parameters,http://videolectures.net/lkasok08_chapelle_soook,397
2009-03-12,Time Will Tell: Leveraging Temporal Expressions in IR,http://videolectures.net/wsdm09_arikan_twt,397
2009-08-26,Nonparametric Estimation of the Precision-Recall Curve,http://videolectures.net/icml09_vayatis_nepr,397
2007-11-22,Efficient and Decentralized Page Rank Approximation in P2P Networks with Malicious Agents,http://videolectures.net/eccs07_donato_edp,397
2007-02-25,Can diagrammatic reasoning be automated,http://videolectures.net/solomon_jamnik_cdra,396
2008-10-15,Fluctuation scaling in complex systems: Taylor's law and beyond,http://videolectures.net/ephdcs08_kertesz_fsics,396
2013-01-18,Patient Risk Stratification for Hospital-Associated C. Diff as a Time-Series Classification Task,http://videolectures.net/machine_wiens_patient,396
2008-05-26,On TREC Blog Track,http://videolectures.net/icwsm08_soboroff_trec,396
2011-11-11,Streaming Multi-label Classification,http://videolectures.net/wapa2011_read_classification,396
2010-07-19,Manifold Blurring Mean Shift Algorithms for Manifold Denoising,http://videolectures.net/cvpr2010_carreira_perpinan_mbms,396
2008-12-20,Transductive Learning and Computer Vision,http://videolectures.net/wehys08_audibert_tlcv,395
2013-01-25,Channel Coding with LDPC Codes,http://videolectures.net/mlss2012_perez_cruz_ldpc_codes,395
2008-12-18,Some methods of sparse recovery,http://videolectures.net/sip08_tsybakov_smosr,395
2008-08-06,Learning Diverse Rankings with Multi-Armed Bandits,http://videolectures.net/icml08_kleinberg_ldr,394
2009-08-26,Accounting for Burstiness in Topic Models,http://videolectures.net/icml09_doyle_abtm,394
2007-12-04,Battling Networks of Rival Social Movements,http://videolectures.net/fdv07_doreian_bnr,394
2007-05-14,Umetna inteligenca v mnogih oblikah,http://videolectures.net/rtk07_lustrek_uivmo,394
2011-08-09,"Bing Dialog Model: Intent, Knowledge and User Interaction",http://videolectures.net/wsdm2011_shum_bdm,394
2008-01-31,What Semantic Web researchers need to know about Machine Learning?,http://videolectures.net/iswc07_fortuna_wsw,393
2009-05-20,Measuring the Similarity between Implicit Semantic Relations from the Web,http://videolectures.net/www09_bollegala_mtsisr,393
2007-02-25,"Welcome to Chicago, and a (brief!) introduction to machine learning",http://videolectures.net/mlss05us_langford_wciml,393
2008-07-21,Applying unsupervised learning in creating language models for information retrieval and machine translation,http://videolectures.net/aerfaiss08_honkela_aul,393
2015-12-05,Natural Language Understanding: Foundations and State-of-the-Art,http://videolectures.net/icml2015_liang_language_understanding,393
2008-09-29,Automatic Identification of Quasi-Experimental Designs for Discovering Causal Knowledge,http://videolectures.net/kdd08_jensen_aiqed,392
2008-02-19,Implicit feedback learning in semantic and collaborative information retrieval systems,http://videolectures.net/mcvc08_dupont_ifl,392
2007-02-25,Visualization of text document corpus,http://videolectures.net/cov05_fortuna_vtdc,392
2008-12-18,Tracking the Progress of Multimedia Semantics - from MPEG-7 to Web 3.0,http://videolectures.net/samt08_hunter_tpms,392
2013-08-26,Domain Specific Languages for Convex Optimization,http://videolectures.net/roks2013_boyd_language,391
2009-10-05,Matching Models to Data in Modelling Morphogen Diffusion,http://videolectures.net/mlsb09_liu_dimmd,391
2010-06-03,Detecting weak but hierarchically-structured patterns in networks ,http://videolectures.net/aistats2010_singh_dwbh,390
2009-08-21,Modelling decimalisation in the Nasdaq stockmarket,http://videolectures.net/amlcf09_darley_mdns,390
2012-12-03,Network topology as a source of information,http://videolectures.net/solomon_przulj_topology,389
2011-12-19,Machine Learning for Bipedal Walking,http://videolectures.net/aaai2011_remy_bipedal,388
2007-08-16,"Successes, Failures and Learning From Them",http://videolectures.net/kdd07_hirsh_sfle,388
2007-02-25,Juicer: A Weighted Finite-State Transducer speech decoder,http://videolectures.net/mlmi06_dines_wfsts,388
2010-10-01,"The Next Generation of Transportation Systems, Greenhouse Emissions, and Data Mining",http://videolectures.net/kdd2010_kargupta_panel,388
2009-05-27,Wanderlust: Extracting Semantic Relations from Natural Language Text Using Dependency Grammar Patterns ,http://videolectures.net/semsearch09_akbik_wesr,388
2007-07-19,Graphs Regularization for Data Sets and Images: Filtering and Semi-Supervised Classification ,http://videolectures.net/gbr07_ta_grfds,388
2010-06-15,Language acquisition and Kolmogorov complexity: Why is language acquisition possible,http://videolectures.net/mlss2010_chater_laakc,388
2008-08-29,Detecting Statistical Interactions with Additive Groves of Trees,http://videolectures.net/icml08_sorokina_dsi,388
2009-10-20,One Graph is Worth a Thousand Logs: Uncovering Hidden Structures in Massive System Event Logs,http://videolectures.net/ecmlpkdd09_barash_gwtluhsmsel,387
2007-07-04,Graph-based Methods for Retinal Mosaicing and Vascular Characterization ,http://videolectures.net/gbr07_perez_gbrmr,387
2010-12-23,The role of SKOS in a Web of Data - some business use cases ,http://videolectures.net/estc2010_blumauer_drswd,386
2008-11-19,Crowdsourcing for Relevance Evaluation,http://videolectures.net/cikm08_rose_cfre,386
2007-11-27,Map-Reduce Technique and Its Applications for IR (MRT),http://videolectures.net/russir07_krasin_mrta,386
2008-12-18,Nonnegative garrote in additive models using P-splines,http://videolectures.net/sip08_verhasselt_ngiam,385
2007-02-25,Inverse Problems in Biology,http://videolectures.net/ip05_chafai_ipb,385
2008-08-29,Efficiently Solving Convex Relaxations for MAP Estimation,http://videolectures.net/icml08_mudigonda_escr,384
2014-08-08,Baseline Methods for Automated Fictional Ideation,http://videolectures.net/iccc2014_llano_fictional_ideation,384
2008-11-24,"A Semantic Multimedia Web: Create, Annotate, Present and Share your Media",http://videolectures.net/iswc08_troncy_asmw,384
2009-10-20,Invited Talk: Towards Theoretical Understanding of Domain Adaptation Learning,http://videolectures.net/ecmlpkdd09_ben_david_ttu,384
2010-06-07,WWT: A system for query-driven relation extraction from the semi-structured web,http://videolectures.net/akbc2010_sarawagi_wwt,384
2008-02-06,Learning Multi-Dimensional Functions: Gas Turbine Engine Modeling ,http://videolectures.net/ecml07_drummond_lmd,383
2014-10-07,Recommendation in Social Media ,http://videolectures.net/kdd2014_tang_tang_liu_media,383
2010-06-29,From Tweets to Polls: Linking Text Sentiment to Public Opinion Time Series ,http://videolectures.net/icwsm2010_oconnor_ftp,383
2011-08-29,Scientific Data Mining: Distilling Free-Form Natural Laws from Experimental Data,http://videolectures.net/uai2011_lipson_scientific,383
2011-08-09,TwitterSearch: A Comparison of Microblog Search and Web Search,http://videolectures.net/wsdm2011_teevan_tsc,382
2009-05-20,SmartMiner: A New Framework for Mining Large Scale Web Usage Data,http://videolectures.net/www09_alibayir_sm,382
2010-01-19,A Pathwise Algorithm for Covariance Selection,http://videolectures.net/nipsworkshops09_ahipasaoglu_pac,382
2008-11-24,Multimedia Semantic Web,http://videolectures.net/iswc08_jain_msw,381
2013-09-27,Linking Named Entities in Tweets with Knowledge Base via User Interest Modeling,http://videolectures.net/kdd2013_shen_interest_modeling,381
2008-02-14,Multimodal Processing and Multimedia Understanding: Image Retrieval Using Eye Movements ,http://videolectures.net/mcvc08_stentiford_mpmu,381
2011-08-26,Behavior Imaging and the Study of Autism,http://videolectures.net/uai2011_rehg_behavior,381
2008-02-25,Ranking Web Sites with Real User Traffic,http://videolectures.net/wsdm08_meiss_rws,381
2007-07-11,Separation of the Retinal Vascular Graph in Arteries and Veins ,http://videolectures.net/gbr07_rothaus_sotrv,380
2012-10-09,Data-Driven Scene Understanding from 3D Models,http://videolectures.net/bmvc2012_satkin_scene_understanding,380
2008-02-25,An Empirical Analysis of Sponsored Search Performance in Search Engine Advertising,http://videolectures.net/wsdm08_ghose_eassps,378
2009-05-06,Distilled Sensing: Active sensing for sparse recovery,http://videolectures.net/smls09_castro_dsasf,378
2007-02-25,Spooky Stuff in Metric Space,http://videolectures.net/solomon_caruana_ssms,378
2008-11-07,Hierarchical Annotation of Medical Images,http://videolectures.net/sikdd08_dimitrovski_hami,377
2007-10-31,Modeling semantic plausibility and the influence of visual context during on-line sentence comprehension,http://videolectures.net/mlcs07_crocker_msp,377
2008-03-18, Control for Therapeutic Functional Electrical Stimulation,http://videolectures.net/medicon07_popovic_cft,377
2007-02-25,Regularization: Quadratic Versus Sparsity-enforcing and Deterministic Versus Stochastic Methods,http://videolectures.net/ip05_mol_qvsed,376
